Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,Person,hashCode,Magic Number,The method contains a magic number: 31,211
temp,org.jsecurity.samples.sprhib.party,User,isPermitted,Long Statement,The length of the statement "log.trace("No assigned permissions implies the permission argument. User [" + getUsername() + "] doesn't have the specified permission");" is 137.,389
temp,org.jsecurity.samples.sprhib.security,Role,isPermitted,Long Statement,The length of the statement "log.trace("No saved permissions implies the permission argument. Role [" + getName() + "] doesn't have the specified permission");" is 130.,127
temp,org.jsecurity.samples.sprhib.security,Role,hashCode,Magic Number,The method contains a magic number: 29,160
temp,org.jsecurity.authc,AbstractAuthenticator,authenticate,Complex Method,Cyclomatic complexity of the method is 9,120
temp,org.jsecurity.authc,AbstractAuthenticator,authenticate,Long Statement,The length of the statement "String msg="No account information found for authentication token [" + token + "] by this "+ "Authenticator instance. Please check that it is configured correctly.";" is 165.,120
temp,org.jsecurity.authc,AbstractAuthenticator,authenticate,Long Statement,The length of the statement "String msg="Authentication failed for token submission [" + token + "]. Possible unexpected "+ "error? (Typical or expected login exceptions should extend from AuthenticationException).";" is 187.,120
temp,org.jsecurity.authc,AbstractAuthenticator,authenticate,Long Statement,The length of the statement "String msg="Unable to send event for failed authentication attempt - listener error?. Please check " + "your AuthenticationEventListener implementation(s). Logging sending exception and " + "propagating original AuthenticationException instead...";" is 248.,120
temp,org.jsecurity.authc,SimpleAccount,SimpleAccount,Long Statement,The length of the statement "this(principal instanceof PrincipalCollection ? (PrincipalCollection)principal : new SimplePrincipalCollection(realmName`principal)`credentials);" is 145.,88
temp,org.jsecurity.authc,SimpleAccount,merge,Complex Method,Cyclomatic complexity of the method is 11,140
temp,org.jsecurity.authc,SimpleAccount,merge,Long Statement,The length of the statement "throw new IllegalStateException("The " + getClass().getName() + " class expects its internal "+ PrincipalCollection.class.getName()+ " instance to be an instance of the "+ SimplePrincipalCollection.class.getName()+ " class.");" is 226.,140
temp,org.jsecurity.authc,SimpleAccount,merge,Long Statement,The length of the statement "throw new IllegalArgumentException("The " + getClass().getName() + " class expects the "+ "account argument's internal "+ PrincipalCollection.class.getName()+ " instance to be an instance of the "+ SimplePrincipalCollection.class.getName()+ " class.");" is 252.,140
temp,org.jsecurity.authc.credential,SimpleCredentialsMatcher,equals,Complex Conditional,The conditional expression (tokenCredentials instanceof byte[] || tokenCredentials instanceof char[] || tokenCredentials instanceof String) && (accountCredentials instanceof byte[] || accountCredentials instanceof char[] || accountCredentials instanceof String) is complex.,74
temp,org.jsecurity.authc.credential,SimpleCredentialsMatcher,equals,Long Statement,The length of the statement "log.debug("Performing credentials equality check for tokenCredentials of type [" + tokenCredentials.getClass().getName() + " and accountCredentials of type ["+ accountCredentials.getClass().getName()+ "]");" is 206.,74
temp,org.jsecurity.authc.credential,SimpleCredentialsMatcher,equals,Long Statement,The length of the statement "if ((tokenCredentials instanceof byte[] || tokenCredentials instanceof char[] || tokenCredentials instanceof String) && (accountCredentials instanceof byte[] || accountCredentials instanceof char[] || accountCredentials instanceof String)) {" is 241.,74
temp,org.jsecurity.authc.event.mgt,DefaultAuthenticationEventSender,send,Long Statement,The length of the statement "String msg="internal listeners collection is null. No " + "AuthenticationEventListeners will be notified of event [" + event + "]";" is 131.,91
temp,org.jsecurity.authc.pam,AbstractAuthenticationStrategy,afterAttempt,Long Parameter List,The method has 5 parameters. ,48
temp,org.jsecurity.authc.pam,AllSuccessfulModularAuthenticationStrategy,beforeAttempt,Long Statement,The length of the statement "String msg="Realm [" + realm + "] of type ["+ realm.getClass().getName()+ "] does not support "+ " the submitted AuthenticationToken ["+ token+ "]. The ["+ getClass().getName()+ "] implementation requires all configured realm(s) to support and be able to process the submitted "+ "AuthenticationToken.";" is 303.,41
temp,org.jsecurity.authc.pam,AllSuccessfulModularAuthenticationStrategy,afterAttempt,Long Parameter List,The method has 5 parameters. ,53
temp,org.jsecurity.authc.pam,AllSuccessfulModularAuthenticationStrategy,afterAttempt,Long Statement,The length of the statement "String msg="Unable to acquire account data from realm [" + realm + "]. The ["+ getClass().getName()+ " implementation requires all configured realm(s) to operate successfully "+ "for a successful authentication.";" is 213.,53
temp,org.jsecurity.authc.pam,AllSuccessfulModularAuthenticationStrategy,afterAttempt,Long Statement,The length of the statement "String msg="Realm [" + realm + "] could not find any associated account data for the submitted "+ "AuthenticationToken ["+ token+ "]. The ["+ getClass().getName()+ "] implementation requires "+ "all configured realm(s) to acquire valid account data for a submitted token during the "+ "log-in process.";" is 303.,53
temp,org.jsecurity.authc.pam,AtLeastOneSuccessfulModularAuthenticationStrategy,afterAllAttempts,Long Statement,The length of the statement "throw new AuthenticationException("Authentication token of type [" + token.getClass() + "] "+ "could not be authenticated by any configured realms. Please ensure that at least one realm can "+ "authenticate these tokens.");" is 223.,44
temp,org.jsecurity.authc.pam,FirstSuccessfulStrategy,afterAttempt,Long Parameter List,The method has 5 parameters. ,41
temp,org.jsecurity.authc.pam,ModularAuthenticationStrategy,afterAttempt,Long Parameter List,The method has 5 parameters. ,78
temp,org.jsecurity.authc.pam,ModularRealmAuthenticator,doSingleRealmAuthentication,Long Statement,The length of the statement "String msg="Realm [" + realm + "] does not support authentication token ["+ token+ "]. Please ensure that the appropriate Realm implementation is "+ "configured correctly or that the realm accepts AuthenticationTokens of this type.";" is 233.,162
temp,org.jsecurity.authc.pam,ModularRealmAuthenticator,doSingleRealmAuthentication,Long Statement,The length of the statement "String msg="Realm [" + realm + "] was unable to find account data for the "+ "submitted AuthenticationToken ["+ token+ "].";" is 124.,162
temp,org.jsecurity.authz.aop,AnnotationsAuthorizingMethodInterceptor,init,Magic Number,The method contains a magic number: 2,45
temp,org.jsecurity.authz.aop,PermissionAnnotationMethodInterceptor,inferTargetFromPath,Magic Number,The method contains a magic number: 2,44
temp,org.jsecurity.authz,SimpleAuthorizingAccount,SimpleAuthorizingAccount,Long Parameter List,The method has 5 parameters. ,58
temp,org.jsecurity.authz,SimpleAuthorizingAccount,SimpleAuthorizingAccount,Long Parameter List,The method has 5 parameters. ,67
temp,org.jsecurity.authz,SimpleAuthorizingAccount,SimpleAuthorizingAccount,Long Parameter List,The method has 5 parameters. ,76
temp,org.jsecurity.authz.permission,WildcardPermission,WildcardPermission,Long Statement,The length of the statement "throw new IllegalArgumentException("Wildcard string cannot be null or empty. Make sure permission strings are properly formatted.");" is 132.,56
temp,org.jsecurity.authz.permission,WildcardPermission,WildcardPermission,Long Statement,The length of the statement "throw new IllegalArgumentException("Wildcard string cannot contain parts with only dividers. Make sure permission strings are properly formatted.");" is 148.,56
temp,org.jsecurity.authz.permission,WildcardPermission,WildcardPermission,Long Statement,The length of the statement "throw new IllegalArgumentException("Wildcard string cannot contain only dividers. Make sure permission strings are properly formatted.");" is 137.,56
temp,org.jsecurity.cache.ehcache,EhCacheManager,getCache,Complex Method,Cyclomatic complexity of the method is 8,121
temp,org.jsecurity.cache.ehcache,EhCacheManager,getCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_NAME is 34.,121
temp,org.jsecurity.cache.ehcache,EhCacheManager,getCache,Long Statement,The length of the statement "log.info("Creating " + DEFAULT_ACTIVE_SESSIONS_CACHE_NAME + " cache with default JSecurity "+ "session cache settings.");" is 121.,121
temp,org.jsecurity.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_NAME is 34.,165
temp,org.jsecurity.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_MAX_ELEM_IN_MEM is 45.,165
temp,org.jsecurity.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_DISK_EXPIRY_THREAD_INTERVAL_SECONDS is 59.,165
temp,org.jsecurity.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Statement,The length of the statement "return new net.sf.ehcache.Cache(DEFAULT_ACTIVE_SESSIONS_CACHE_NAME`DEFAULT_ACTIVE_SESSIONS_CACHE_MAX_ELEM_IN_MEM`true`true`0`0`true`DEFAULT_ACTIVE_SESSIONS_DISK_EXPIRY_THREAD_INTERVAL_SECONDS);" is 193.,165
temp,org.jsecurity.codec,Base64,discardWhitespace,Missing default,The following switch statement is missing a default case: switch (data[i]) {,196
temp,org.jsecurity.codec,Base64,encode,Complex Method,Cyclomatic complexity of the method is 11,257
temp,org.jsecurity.codec,Base64,encode,Long Statement,The length of the statement "throw new IllegalArgumentException("Input array too big` output array would be bigger than Integer.MAX_VALUE=" + Integer.MAX_VALUE);" is 132.,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 3,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0x0f,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0x03,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0xc0,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0xf0,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 6,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 6,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0xfc,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 3,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0x3f,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 3,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0x03,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0xc0,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 3,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0x0f,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0x03,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0xc0,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 0xf0,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 4,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 2,257
temp,org.jsecurity.codec,Base64,encode,Magic Number,The method contains a magic number: 3,257
temp,org.jsecurity.codec,Base64,decode,Complex Method,Cyclomatic complexity of the method is 8,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 4,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 3,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 4,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 0xf,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 4,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 0xf,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 6,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 4,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 4,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 0xf,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 4,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 2,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 0xf,417
temp,org.jsecurity.codec,Base64,decode,Magic Number,The method contains a magic number: 3,417
temp,org.jsecurity.codec,CodecSupport,objectToBytes,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " implementation only supports conversion to "+ "byte[] if the source is of type byte[]` char[] or String. The instance provided as a method "+ "argument is of type ["+ o.getClass().getName()+ "]. If you would like to convert "+ "this argument type to a byte[]` you can 1) convert the argument to a byte[]` char[] or String "+ "yourself and then use that as the method argument or 2) subclass "+ getClass().getName()+ " and override the objectToBytes(Object o) method.";" is 513.,206
temp,org.jsecurity.codec,Hex,encode,Magic Number,The method contains a magic number: 0xF0,57
temp,org.jsecurity.codec,Hex,encode,Magic Number,The method contains a magic number: 4,57
temp,org.jsecurity.codec,Hex,encode,Magic Number,The method contains a magic number: 0x0F,57
temp,org.jsecurity.codec,Hex,decode,Magic Number,The method contains a magic number: 4,111
temp,org.jsecurity.codec,Hex,decode,Magic Number,The method contains a magic number: 0xFF,111
temp,org.jsecurity.codec,Hex,toDigit,Magic Number,The method contains a magic number: 16,146
temp,org.jsecurity.config,IniConfiguration,init,Long Statement,The length of the statement "log.debug("JSecurity resource [" + configUrl + "] not found. Ignoring since "+ "'ignoreResourceNotFound' is set to true.");" is 123.,76
temp,org.jsecurity.config,IniConfiguration,init,Long Statement,The length of the statement "throw new ConfigurationException("JSecurity resource [" + configUrl + "] specified as a 'configUrl' "+ "cannot be found. If you want to fall back on default configuration specified "+ "via the 'config' parameter` then set 'ignoreResourceNotFound' to true.");" is 258.,76
temp,org.jsecurity.config,IniConfiguration,createSecurityManagerForSection,Complex Method,Cyclomatic complexity of the method is 9,171
temp,org.jsecurity.config,IniConfiguration,createSecurityManagerForSection,Empty catch clause,The method has an empty catch block.,171
temp,org.jsecurity.config,ReflectionBuilder,createNewInstance,Long Statement,The length of the statement "log.info("An instance with name [" + name + "] already exists. "+ "Redefining this object as a new instance of type ["+ value+ "].");" is 133.,94
temp,org.jsecurity.config,ReflectionBuilder,createNewInstance,Long Statement,The length of the statement "String msg="Unable to instantiate class [" + value + "] for object named '"+ name+ "'. "+ "Please ensure you've specified the fully qualified class name correctly.";" is 165.,94
temp,org.jsecurity.config,ReflectionBuilder,applyProperty,Long Statement,The length of the statement "throw new IllegalArgumentException("All property keys must contain a '.' character. " + "(e.g. myBean.property = value) These should already be separated out by buildObjects().");" is 179.,116
temp,org.jsecurity.config,ReflectionBuilder,applyGlobalProperty,Long Statement,The length of the statement "String msg="Error retrieving property descriptor for instance " + "of type [" + instance.getClass().getName() + "] "+ "while setting property ["+ property+ "]";" is 160.,137
temp,org.jsecurity.config,ReflectionBuilder,applySingleProperty,Long Statement,The length of the statement "throw new IllegalArgumentException("Property keys should not contain 'class' properties since these " + "should already be separated out by buildObjects().");" is 158.,153
temp,org.jsecurity.config,ReflectionBuilder,applySingleProperty,Long Statement,The length of the statement "String msg="Configuration error. Specified object [" + name + "] with property ["+ property+ "] without first defining that object's class. Please first "+ "specify the class property first` e.g. myObject.class = fully_qualified_class_name "+ "and then define additional properties.";" is 284.,153
temp,org.jsecurity.config,ReflectionBuilder,applyProperty,Empty catch clause,The method has an empty catch block.,172
temp,org.jsecurity.config,ReflectionBuilder,applyProperty,Long Statement,The length of the statement "log.trace("Applying property [" + propertyName + "] value ["+ value+ "] on object of type ["+ object.getClass().getName()+ "]");" is 128.,172
temp,org.jsecurity.crypto,BlowfishCipher,encrypt,Long Statement,The length of the statement "log.trace("Incoming byte array of size " + (raw != null ? raw.length : 0) + ". Encrypted "+ "byte array is size "+ (encrypted != null ? encrypted.length : 0));" is 159.,83
temp,org.jsecurity.crypto,BlowfishCipher,newCipherInstance,Long Statement,The length of the statement "String msg="Unable to acquire a Java JCE Cipher instance using " + javax.crypto.Cipher.class.getName() + ".getInstance( \""+ TRANSFORMATION_STRING+ "\" ). "+ "Blowfish under this configuration is required for the "+ getClass().getName()+ " instance to function.";" is 263.,100
temp,org.jsecurity.crypto,BlowfishCipher,generateNewKey,Magic Number,The method contains a magic number: 128,144
temp,org.jsecurity.crypto,BlowfishCipher,main,Long Statement,The length of the statement "String[] cleartext=new String[]{"Hello` this is a test."`"Lorem ipsum dolor sit amet` consectetur adipisicing elit` sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."};" is 185.,160
temp,org.jsecurity.io,DefaultSerializer,serialize,Long Statement,The length of the statement "String msg="Unable to serialize object [" + o + "]. "+ "In order for the DefaultSerializer to serialize this object` the ["+ o.getClass().getName()+ "] "+ "class must implement java.io.Serializable.";" is 200.,31
temp,org.jsecurity.io,IniResource,load,Complex Conditional,The conditional expression line == null || line.startsWith(COMMENT_POUND) || line.startsWith(COMMENT_SEMICOLON) is complex.,76
temp,org.jsecurity.io,ResourceUtils,hasResourcePrefix,Long Statement,The length of the statement "return resourcePath != null && (resourcePath.startsWith(CLASSPATH_PREFIX) || resourcePath.startsWith(URL_PREFIX) || resourcePath.startsWith(FILE_PREFIX));" is 154.,60
temp,org.jsecurity.io,ResourceUtils,resourceExists,Empty catch clause,The method has an empty catch block.,72
temp,org.jsecurity.jndi,JndiLocator,convertJndiName,Complex Conditional,The conditional expression isResourceRef() && !jndiName.startsWith(CONTAINER_PREFIX) && jndiName.indexOf(':') == -1 is complex.,164
temp,org.jsecurity.jndi,JndiTemplate,lookup,Long Statement,The length of the statement "String msg="Jndi object acquired under name '" + name + "' is of type ["+ jndiObject.getClass().getName()+ "] and not assignable to the required type ["+ requiredType.getName()+ "].";" is 183.,156
temp,org.jsecurity,AuthorizingRealmTest,testDefaultConfig,Magic Number,The method contains a magic number: 3,87
temp,org.jsecurity,AuthorizingRealmTest,createAccount,Magic Number,The method contains a magic number: 3,158
temp,org.jsecurity,AllowAllRealm,createAccount,Magic Number,The method contains a magic number: 3,158
temp,org.jsecurity.mgt,AuthenticatingSecurityManager,assertAuthenticatorEventListenerSupport,Long Statement,The length of the statement "String msg="AuthenticationEventListener registration failed: The underlying Authenticator instance of " + "type [" + authc.getClass().getName() + "] does not implement the "+ AuthenticationEventListenerRegistrar.class.getName()+ " interface and therefore cannot support "+ "runtime registration of AuthenticationEventListeners.";" is 329.,184
temp,org.jsecurity.mgt,AuthenticatingSecurityManager,remove,Long Statement,The length of the statement "return (authc instanceof AuthenticationEventListenerRegistrar) && ((AuthenticationEventListenerRegistrar)authc).remove(listener);" is 129.,200
temp,org.jsecurity.mgt,AuthenticatingSecurityManager,getRequiredAuthenticator,Long Statement,The length of the statement "String msg="No authenticator attribute configured for this SecurityManager instance. Please ensure " + "the init() method is called prior to using this instance and a default one will be created.";" is 197.,213
temp,org.jsecurity.mgt,AuthorizingSecurityManager,getRequiredAuthorizer,Long Statement,The length of the statement "String msg="No authorizer attribute configured for this SecurityManager instance. Please ensure " + "the init() method is called prior to using this instance and a default one will be created.";" is 194.,218
temp,org.jsecurity.mgt,CachingSecurityManager,ensureCacheManager,Long Statement,The length of the statement "String msg="No explicit CacheManager has been configured/injected and Ehcache was not found in " + "the classpath with which to create a default CacheManager. Caching is disabled for " + "this SecurityManager instance and any of its implicitly created children objects. \n\n"+ "If you wish to enhance application performance` you should inject your own " + CacheManager.class.getName() + " instance via the setCacheManager method` or simply "+ "include ehcache.jar in the classpath to use a suitable default.";" is 510.,73
temp,org.jsecurity.mgt,DefaultSecurityManager,assertCreation,Long Statement,The length of the statement "String msg="Programming error - please verify that you have overridden the " + getClass().getName() + ".createSubject( Account account ) method to return "+ "a non-null Subject instance";" is 187.,185
temp,org.jsecurity.mgt,DefaultSecurityManager,rememberMeSuccessfulLogin,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onSuccessfulLogin. RememberMe services will not be "+ "performed for Account ["+ account+ "].";" is 212.,194
temp,org.jsecurity.mgt,DefaultSecurityManager,rememberMeSuccessfulLogin,Long Statement,The length of the statement "log.debug("This " + getClass().getName() + " instance does not have a "+ "["+ RememberMeManager.class.getName()+ "] instance configured. RememberMe services "+ "will not be performed for account ["+ account+ "].");" is 214.,194
temp,org.jsecurity.mgt,DefaultSecurityManager,rememberMeFailedLogin,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onFailedLogin for AuthenticationToken ["+ token+ "].";" is 171.,216
temp,org.jsecurity.mgt,DefaultSecurityManager,rememberMeLogout,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onLogout for subject with principals ["+ subjectPrincipals+ "]";" is 181.,232
temp,org.jsecurity.mgt,DefaultSecurityManager,login,Long Statement,The length of the statement "log.info("onFailedLogin(AuthenticationToken`AuthenticationException) method threw an " + "exception. Logging and propagating original AuthenticationException."`e);" is 163.,248
temp,org.jsecurity.mgt,DefaultSecurityManager,stopSession,Long Statement,The length of the statement "log.trace("Session has already been invalidated for subject [" + subject.getPrincipal() + "]. Ignoring and continuing logout ..."`ise);" is 135.,328
temp,org.jsecurity.mgt,DefaultSecurityManager,getRememberedIdentity,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during getRememberedPrincipals().";" is 145.,348
temp,org.jsecurity.mgt,RealmSecurityManager,applyRealmsCacheManager,Complex Conditional,The conditional expression cacheManager != null && realms != null && !realms.isEmpty() is complex.,135
temp,org.jsecurity.mgt,SessionsSecurityManager,ensureSessionManager,Long Statement,The length of the statement "log.info("No delegate SessionManager instance has been set as a property of this class. Creating a " + "default SessionManager instance...");" is 141.,119
temp,org.jsecurity.mgt,SessionsSecurityManager,assertSessionEventListenerSupport,Long Statement,The length of the statement "String msg="SessionEventListener registration failed: The underlying SessionManager instance of " + "type [" + sessionManager.getClass().getName() + "] does not implement the "+ SessionEventListenerRegistrar.class.getName()+ " interface and therefore cannot support "+ "runtime SessionEvent propagation.";" is 305.,162
temp,org.jsecurity.realm.activedirectory,ActiveDirectoryRealm,getRoleNamesForUser,Complex Method,Cyclomatic complexity of the method is 8,152
temp,org.jsecurity.realm,AuthenticatingRealm,getAccount,Long Statement,The length of the statement "throw new AuthenticationException("A CredentialsMatcher must be configured in order to verify " + "credentials during authentication. If you do not wish for credentials to be examined` you " + "can configure an " + AllowAllCredentialsMatcher.class.getName() + " instance.");" is 274.,161
temp,org.jsecurity.realm,AuthorizingRealm,initAccountCache,Complex Method,Cyclomatic complexity of the method is 8,155
temp,org.jsecurity.realm,AuthorizingRealm,initAccountCache,Long Statement,The length of the statement "log.debug("CacheManager [" + cacheManager + "] has been configured. Building "+ "Account cache named ["+ cacheName+ "]");" is 121.,155
temp,org.jsecurity.realm,AuthorizingRealm,getAccount,Complex Method,Cyclomatic complexity of the method is 10,193
