Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.jsecurity.authz,InstancePermission,equals,Long Statement,The length of the statement "return (getClass().getName().equals(ep.getClass().getName())) && (getName() != null ? getName().equals(ep.getName()) : ep.getName() == null) && (this.actions != null ? this.actions.equals(ep.actions) : ep.actions == null);" is 222.,315
temp,org.jsecurity.authz,InstancePermission,hashCode,Magic Number,The method contains a magic number: 29,330
temp,org.jsecurity.authz,InstancePermission,hashCode,Magic Number,The method contains a magic number: 29,330
temp,org.jsecurity.authz,InstancePermission,clone,Long Statement,The length of the statement "String msg="Unable to clone InstancePermission of type [" + getClass().getName() + "]. Check implementation (this should never "+ "happen).";" is 141.,337
temp,org.jsecurity.authz.module.support,AnnotationAuthorizationModule,supports,Long Statement,The length of the statement "log.trace("Ignoring authorization check for unsupported " + "AuthorizationAction of type [" + action.getClass().getName() + "].");" is 130.,72
temp,org.jsecurity.authz.module.support,AnnotationAuthorizationModule,getAnnotation,Long Statement,The length of the statement "String msg="AuthorizedAction argument of type [" + action.getClass().getName() + "] is not an instance of ["+ MethodInvocation.class.getName()+ "] and "+ "cannot be processed directly. Please subclass the ["+ AnnotationAuthorizationModule.class.getName()+ ".getAnnotation(...) method "+ "to obtain an Annotation based on the given method argument.";" is 349.,97
temp,org.jsecurity.authz.module.support,ModularAuthorizer,isAuthorized,Long Statement,The length of the statement "Map<AuthorizationModule`AuthorizationVote> votes=new HashMap<AuthorizationModule`AuthorizationVote>(authorizationModules.size());" is 129.,101
temp,org.jsecurity.authz.module.support,PermissionAnnotationAuthorizationModule,inferTargetFromPath,Magic Number,The method contains a magic number: 2,54
temp,org.jsecurity.authz.module.support,PermissionAnnotationAuthorizationModule,createPermission,Long Statement,The length of the statement "String msg="Unable to parse targetPath property. Please see the " + "javadoc for expected path syntax. PermissionsRequired check cannot " + "continue.";" is 152.,89
temp,org.jsecurity.cache.ehcache,EhCacheProvider,init,Complex Method,Cyclomatic complexity of the method is 8,113
temp,org.jsecurity.cache.ehcache,EhCacheProvider,init,Long Statement,The length of the statement "log.debug("prepending '/' to " + cfgName + ". This file should be placed "+ "in the root of the classpath rather than in a package.");" is 134.,113
temp,org.jsecurity.context.support,ThreadLocalSecurityContext,authenticate,Long Statement,The length of the statement "String msg="underlying Authenticator instance is not set. The " + getClass().getName() + " class only acts as a delegate to an underlying "+ "Authenticator that actually performs the authentication process. This "+ "underlying instance has not been set (it is null) and authenication cannot "+ "occur. Please check your configuration and ensure the delegated "+ "Authenticator is available to instances of this class` either via "+ "a constructor` or by Dependency Injection.";" is 477.,49
temp,org.jsecurity.context.support,ThreadLocalSecurityContext,checkPermission,Long Statement,The length of the statement "String msg="No SecurityContext bound to the current thread - user has not " + "authenticated yet? Permission check failed.";" is 124.,160
temp,org.jsecurity.context.support,ThreadLocalSecurityContext,checkPermissions,Long Statement,The length of the statement "String msg="No SecurityContext bound to the current thread - user has not " + "authenticated yet? Permissions check failed.";" is 125.,171
temp,org.jsecurity,DefaultSecurityManager,init,Long Statement,The length of the statement "throw new IllegalStateException("init() called but no realms have been configured " + "for this manager. At least one realm needs to be configured on this manager.");" is 166.,97
temp,org.jsecurity,DefaultSecurityManager,setRealms,Long Statement,The length of the statement "throw new IllegalArgumentException("Two or more realmMap have a non-unique name [" + realm.getName() + "]. All "+ "realmMap must have unique names. Please configure these realmMap with unique names.");" is 201.,126
temp,org.jsecurity.realm.support,AbstractCachingRealm,init,Complex Method,Cyclomatic complexity of the method is 8,121
temp,org.jsecurity.realm.support,AbstractCachingRealm,getAuthorizationInfo,Complex Method,Cyclomatic complexity of the method is 9,193
temp,org.jsecurity.realm.support,AbstractRealm,getAuthenticationInfo,Complex Method,Cyclomatic complexity of the method is 8,202
temp,org.jsecurity.realm.support,AbstractRealm,getAuthenticationInfo,Long Statement,The length of the statement "final String message="AuthenticationToken [" + token + "] could not be authenticated because an error "+ "occurred during authentication.";" is 139.,202
temp,org.jsecurity.realm.support,AbstractRealm,checkAuthorizationInfo,Long Statement,The length of the statement "throw new NoAuthorizationInfoFoundException("No authorization info found for principal [" + principal + "] in realm ["+ getName()+ "]");" is 136.,267
temp,org.jsecurity.realm.support.ldap,LdapRealm,initializeLdapContext,Magic Number,The method contains a magic number: 6,243
temp,org.jsecurity.realm.support.memory,MemoryRealm,parsePermissions,Long Statement,The length of the statement "throw new IllegalArgumentException("Permission token [" + permissionString + "] is not a valid permission "+ "definition. Please see the JavaDoc for the "+ getClass()+ " class.");" is 179.,191
temp,org.jsecurity.realm.support.memory,MemoryRealm,parsePermissions,Magic Number,The method contains a magic number: 3,191
temp,org.jsecurity.realm.support.memory,MemoryRealm,parsePermissions,Magic Number,The method contains a magic number: 2,191
temp,org.jsecurity.session.event.support,SimpleSessionEventSender,send,Long Statement,The length of the statement "String msg="Received argument of type [" + event.getClass() + "]. This "+ "implementation can only send event instances of types "+ StartedSessionEvent.class.getName()+ "` "+ ExpiredSessionEvent.class.getName()+ "` or "+ StoppedSessionEvent.class.getName();" is 257.,54
temp,org.jsecurity.session.support,AbstractSessionManager,init,Long Statement,The length of the statement "String msg="sessionDAO property has not been set. The sessionDAO is required to " + "access session objects during runtime.";" is 125.,169
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Long Statement,The length of the statement "String msg="originatingHost argument is null. A valid non-null originating " + "host address must be specified when initiating a session";" is 138.,204
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] has expired. "+ "Last access time: "+ df.format(lastAccessTime)+ ". Current time: "+ df.format(new Date())+ ". Session timeout is set to "+ timeout+ " seconds ("+ timeout / 60 + " minutes)";" is 238.,266
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Long Statement,The length of the statement "String msg="Session with id [" + session.getSessionId() + "] has been "+ "explicitly stopped. No further interaction under this session is "+ "allowed.";" is 153.,266
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Magic Number,The method contains a magic number: 60,266
temp,org.jsecurity.session.support,AbstractSessionManager,isExpired,Long Statement,The length of the statement "String msg="session.lastAccessTime for session with id [" + session.getSessionId() + "] is null. This value must be set at "+ "least once. Please check the "+ session.getClass().getName()+ " implementation and ensure "+ "this value will be set (perhaps in the constructor?)";" is 275.,427
temp,org.jsecurity.session.support,AbstractSessionManager,isExpired,Magic Number,The method contains a magic number: 1000,427
temp,org.jsecurity.session.support,SimpleSession,SimpleSession,Long Statement,The length of the statement "log.warn("Unable to acquire localhost address from " + "method call java.net.InetAddress.getLocalHost(). hostAddress " + "will be null"`e);" is 139.,56
temp,org.jsecurity.session.support.quartz,QuartzSessionValidationScheduler,startSessionValidation,Long Statement,The length of the statement "log.debug("Scheduling session validation job using Quartz with " + "session validation interval of [" + sessionValidationInterval + "]ms...");" is 142.,115
temp,org.jsecurity.session.support.quartz,QuartzSessionValidationScheduler,startSessionValidation,Long Statement,The length of the statement "SimpleTrigger trigger=new SimpleTrigger(getClass().getName()`Scheduler.DEFAULT_GROUP`SimpleTrigger.REPEAT_INDEFINITELY`sessionValidationInterval);" is 146.,115
temp,org.jsecurity.util,ThreadContext,get,Long Statement,The length of the statement "String msg="Retrieved value of type [" + value.getClass().getName() + "] for key ["+ key+ "] "+ "bound to thread ["+ Thread.currentThread().getName()+ "]";" is 155.,87
temp,org.jsecurity.util,ThreadContext,put,Long Statement,The length of the statement "throw new IllegalArgumentException("value cannot be null. If you" + "are trying to unbind a resource" + "from the thread` use the "+ "'remove' method instead.");" is 161.,110
temp,org.jsecurity.util,ThreadContext,put,Long Statement,The length of the statement "String msg="Bound value of type [" + value.getClass().getName() + "] for key ["+ key+ "] to thread "+ "["+ Thread.currentThread().getName()+ "]";" is 145.,110
temp,org.jsecurity.util,ThreadContext,remove,Long Statement,The length of the statement "String msg="Removed value of type [" + value.getClass().getName() + "] for key ["+ key+ "]"+ "from thread ["+ Thread.currentThread().getName()+ "]";" is 148.,141
temp,org.jsecurity.web,AuthenticationFilter,init,Long Identifier,The length of the field UNAUTHENTICATED_SERVERPORT_PARAM is 32.,121
temp,org.jsecurity.web,AuthenticationFilter,init,Long Statement,The length of the statement "throw new ServletException("The unauthenticated server port must be an integer " + "greater than 0` but was [" + serverPort + "]");" is 131.,121
temp,org.jsecurity.web,AuthenticationFilter,init,Long Statement,The length of the statement "throw new ServletException("The unauthenticated server port must be a valid integer` " + "but was [" + unauthenticatedServerPort + "]");" is 136.,121
temp,org.jsecurity.web,AuthenticationFilter,buildRedirectUrl,Magic Number,The method contains a magic number: 80,200
temp,org.jsecurity.web,AuthenticationFilter,buildRedirectUrl,Magic Number,The method contains a magic number: 443,200
temp,org.jsecurity.web,ThreadLocalSecurityContextFilter,doFilter,Long Statement,The length of the statement "final String message="SecurityManager must be configured in filter before it can be used. This could be " + "done by calling setSecurityManager() on the filter object` or by subclassing the filter to " + "retrieve the SecurityManager from the application framework.";" is 267.,77
temp,org.jsecurity.web.support,DefaultWebSessionFactory,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address was specified when creating session with id [" + sessionId + "]. Attempting to access session from "+ "IP ["+ requestIp+ "]. Origin IP and request IP must match.";" is 189.,270
temp,org.jsecurity.web.support,DefaultWebSessionFactory,validateSessionOrigin,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] originated from ["+ originIp+ "]` but the current HttpServletRequest originated "+ "from ["+ requestIp+ "]. Disallowing session access: "+ "session origin and request origin must match to allow access.";" is 251.,270
temp,org.jsecurity.web.support,DefaultWebSessionFactory,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address associated with the current HttpServletRequest. " + "Session with id [" + sessionId + "] originated from "+ "["+ originIp+ "]. Request IP must match the session's origin "+ "IP in order to gain access to that session.";" is 245.,270
temp,org.jsecurity.web.support,DefaultWebSessionFactory,getSessionId,Long Statement,The length of the statement "log.info("Unable to find JSecurity session id from request parameters` " + "cookies` or inside the HttpSession. All heuristics exhausted. " + "Returning null session id");" is 171.,303
temp,org.jsecurity.web.support,DefaultWebSessionFactory,getSessionIdFromRequestParam,Long Statement,The length of the statement "log.debug("No JSecurity session id found in the HttpServletRequest from " + "request parameter named [" + paramName + "]");" is 123.,325
temp,org.jsecurity.web.tags,PermissionTag,verifyAttributes,Long Statement,The length of the statement "log.trace("'target' tag attribute was not specified. Assuming default of " + "\"*\"` as all Permission objects must be instantiated with a " + "name/target.");" is 159.,72
temp,org.jsecurity.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Property [" + property + "] not found in principal of type ["+ principal.getClass().getName()+ "]";" is 121.,166
temp,org.jsecurity.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Error reading property [" + property + "] from principal of type ["+ principal.getClass().getName()+ "]";" is 127.,166
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "log.warn("Secure remote invocation executor used` but did not receive a " + "SecureRemoteInvocation from remote call. Session will not be propogated to the remote invocation. " + "Ensure that clients are using a SecureRemoteInvocationFactory to prevent this problem.");" is 269.,74
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,matches,Long Statement,The length of the statement "return ((method.getAnnotation(PermissionsRequired.class) != null) || (method.getAnnotation(RolesRequired.class) != null));" is 122.,63
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,afterPropertiesSet,Long Statement,The length of the statement "log.trace("No authorization advice explicitly configured via the 'advice' " + "property. Attempting to set " + "default instance of type [" + AopAllianceAuthorizationInterceptor.class.getName() + "]");" is 201.,79
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,afterPropertiesSet,Long Statement,The length of the statement "String msg="The 'authorizer' property must be set if you don't " + "explicitly set authorization advice via the 'advice' property.";" is 132.,79
temp,org.jsecurity.spring.servlet.security,AuthenticationInterceptor,afterPropertiesSet,Long Statement,The length of the statement "log.info("No 'attemptedPageStorageScheme' attribute set - the user's attempted page will not " + "be available after the redirect to the login page.");" is 151.,152
temp,org.jsecurity.spring.servlet.security,AuthenticationInterceptor,storeInJSecuritySession,Long Statement,The length of the statement "log.info("Encountered an invalid Session while attempting to set the " + "attempted page for authentication redirect."`e);" is 122.,177
temp,org.jsecurity.spring.servlet.security,AuthenticationInterceptor,setSchemeAttemptedPage,Long Statement,The length of the statement "String msg="getAttemptedPageStorageScheme() did not return an expected value` " + "but was: [" + scheme.toString() + "]";" is 121.,213
temp,org.jsecurity.spring.servlet.security,AuthenticationInterceptor,setSchemeAttemptedPage,Missing default,The following switch statement is missing a default case: switch (scheme) {,213
temp,org.jsecurity.spring.servlet.security,AuthenticationInterceptor,preHandle,Long Statement,The length of the statement "log.debug("User is not allowed to access page [" + attemptedPage + "] without "+ "first being authenticated. Redirecting to login page ["+ getLoginURL()+ "]");" is 159.,243
temp,org.jsecurity.spring.servlet.security,SessionInterceptor,handleInvalidSession,Long Statement,The length of the statement "log.trace("Handling invalid session associated with the request. Attempting to " + "create a new Session to allow processing to continue");" is 139.,102
temp,org.jsecurity.spring.servlet.security,SessionInterceptor,handleInvalidSession,Long Statement,The length of the statement "log.trace("Adding EXPIRED_SESSION_KEY as a request attribute to alert that the request's incoming " + "referenced session has expired.");" is 137.,102
